model_id,model_name,author,downloads,likes,tags,pipeline_tag,gated,hf_url,inference_api
Qwen/Qwen2.5-Coder-14B-Instruct,Qwen2.5-Coder-14B-Instruct,Qwen,1600173,156,"transformers,safetensors,qwen2,text-generation,code,codeqwen,chat,qwen,qwen-coder,conversational,en,arxiv:2409.12186,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-Coder-14B,base_model:finetune:Qwen/Qwen2.5-Coder-14B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Coder-14B-Instruct,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Coder-14B-Instruct/v1
microsoft/Phi-4-mini-instruct,Phi-4-mini-instruct,microsoft,1599769,742,"transformers,safetensors,phi3,text-generation,nlp,code,conversational,custom_code,multilingual,ar,zh,cs,da,nl,en,fi,fr,de,he,hu,it,ja,ko,no,pl,pt,ru,es,sv,th,tr,uk,arxiv:2503.01743,license:mit,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/microsoft/Phi-4-mini-instruct,https://api-inference.huggingface.co/models/microsoft/Phi-4-mini-instruct/v1
Qwen/Qwen2-0.5B-Instruct,Qwen2-0.5B-Instruct,Qwen,1521605,201,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,base_model:Qwen/Qwen2-0.5B,base_model:finetune:Qwen/Qwen2-0.5B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2-0.5B-Instruct,https://api-inference.huggingface.co/models/Qwen/Qwen2-0.5B-Instruct/v1
ibm-research/PowerMoE-3b,PowerMoE-3b,ibm-research,1509666,20,"transformers,safetensors,granitemoe,text-generation,arxiv:2408.13359,license:apache-2.0,model-index,region:us",,False,https://huggingface.co/ibm-research/PowerMoE-3b,https://api-inference.huggingface.co/models/ibm-research/PowerMoE-3b/v1
HuggingFaceTB/SmolLM2-135M-Instruct,SmolLM2-135M-Instruct,HuggingFaceTB,1424602,325,"transformers,tensorboard,onnx,safetensors,llama,text-generation,transformers.js,conversational,en,arxiv:2502.02737,base_model:HuggingFaceTB/SmolLM2-135M,base_model:quantized:HuggingFaceTB/SmolLM2-135M,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/HuggingFaceTB/SmolLM2-135M-Instruct,https://api-inference.huggingface.co/models/HuggingFaceTB/SmolLM2-135M-Instruct/v1
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,nvidia,1422539,738,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,conversational,custom_code,en,es,fr,de,ja,it,dataset:nvidia/Nemotron-Pretraining-Code-v1,dataset:nvidia/Nemotron-CC-v2,dataset:nvidia/Nemotron-Pretraining-SFT-v1,dataset:nvidia/Nemotron-CC-Math-v1,dataset:nvidia/Nemotron-Pretraining-Code-v2,dataset:nvidia/Nemotron-Pretraining-Specialized-v1,dataset:nvidia/Nemotron-CC-v2.1,dataset:nvidia/Nemotron-CC-Code-v1,dataset:nvidia/Nemotron-Pretraining-Dataset-sample,dataset:nvidia/Nemotron-Competitive-Programming-v1,dataset:nvidia/Nemotron-Math-v2,dataset:nvidia/Nemotron-Agentic-v1,dataset:nvidia/Nemotron-Math-Proofs-v1,dataset:nvidia/Nemotron-Instruction-Following-Chat-v1,dataset:nvidia/Nemotron-Science-v1,dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend,arxiv:2512.20848,arxiv:2512.20856,license:other,eval-results,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,https://api-inference.huggingface.co/models/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16/v1
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,Qwen2.5-1.5B-quantized.w8a8,RedHatAI,1313180,3,"safetensors,qwen2,chat,neuralmagic,llmcompressor,text-generation,conversational,en,base_model:Qwen/Qwen2.5-1.5B,base_model:quantized:Qwen/Qwen2.5-1.5B,license:apache-2.0,8-bit,compressed-tensors,region:us",,False,https://huggingface.co/RedHatAI/Qwen2.5-1.5B-quantized.w8a8,https://api-inference.huggingface.co/models/RedHatAI/Qwen2.5-1.5B-quantized.w8a8/v1
openai-community/gpt2-large,gpt2-large,openai-community,1308383,352,"transformers,pytorch,tf,jax,rust,onnx,safetensors,gpt2,text-generation,en,arxiv:1910.09700,license:mit,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,False,https://huggingface.co/openai-community/gpt2-large,https://api-inference.huggingface.co/models/openai-community/gpt2-large/v1
HuggingFaceTB/SmolLM2-135M,SmolLM2-135M,HuggingFaceTB,1300349,194,"transformers,safetensors,llama,text-generation,en,arxiv:2502.02737,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/HuggingFaceTB/SmolLM2-135M,https://api-inference.huggingface.co/models/HuggingFaceTB/SmolLM2-135M/v1
datajuicer/LLaMA-1B-dj-refine-150B,LLaMA-1B-dj-refine-150B,datajuicer,1300104,3,"transformers,pytorch,llama,text-generation,dataset:datajuicer/redpajama-wiki-refined-by-data-juicer,dataset:datajuicer/redpajama-arxiv-refined-by-data-juicer,dataset:datajuicer/redpajama-c4-refined-by-data-juicer,dataset:datajuicer/redpajama-book-refined-by-data-juicer,dataset:datajuicer/redpajama-cc-2019-30-refined-by-data-juicer,dataset:datajuicer/redpajama-cc-2020-05-refined-by-data-juicer,dataset:datajuicer/redpajama-cc-2021-04-refined-by-data-juicer,dataset:datajuicer/redpajama-cc-2022-05-refined-by-data-juicer,dataset:datajuicer/redpajama-cc-2023-06-refined-by-data-juicer,dataset:datajuicer/redpajama-pile-stackexchange-refined-by-data-juicer,dataset:datajuicer/redpajama-stack-code-refined-by-data-juicer,dataset:datajuicer/the-pile-nih-refined-by-data-juicer,dataset:datajuicer/the-pile-europarl-refined-by-data-juicer,dataset:datajuicer/the-pile-philpaper-refined-by-data-juicer,dataset:datajuicer/the-pile-pubmed-abstracts-refined-by-data-juicer,dataset:datajuicer/the-pile-pubmed-central-refined-by-data-juicer,dataset:datajuicer/the-pile-freelaw-refined-by-data-juicer,dataset:datajuicer/the-pile-hackernews-refined-by-data-juicer,dataset:datajuicer/the-pile-uspto-refined-by-data-juicer,arxiv:2309.02033,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/datajuicer/LLaMA-1B-dj-refine-150B,https://api-inference.huggingface.co/models/datajuicer/LLaMA-1B-dj-refine-150B/v1
meta-llama/Llama-3.1-8B,Llama-3.1-8B,meta-llama,1286252,2203,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,license:llama3.1,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/meta-llama/Llama-3.1-8B,https://api-inference.huggingface.co/models/meta-llama/Llama-3.1-8B/v1
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,SmolLM-1.7B-Instruct-quantized.w4a16,nm-testing,1199185,0,"safetensors,llama,text-generation,conversational,en,arxiv:2210.17323,license:apache-2.0,compressed-tensors,region:us",,False,https://huggingface.co/nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,https://api-inference.huggingface.co/models/nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16/v1
deepseek-ai/DeepSeek-V3,DeepSeek-V3,deepseek-ai,1194274,4072,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2412.19437,eval-results,text-generation-inference,endpoints_compatible,fp8,region:us",,False,https://huggingface.co/deepseek-ai/DeepSeek-V3,https://api-inference.huggingface.co/models/deepseek-ai/DeepSeek-V3/v1
meta-llama/Llama-3.2-3B,Llama-3.2-3B,meta-llama,1166140,785,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,arxiv:2405.16406,license:llama3.2,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/meta-llama/Llama-3.2-3B,https://api-inference.huggingface.co/models/meta-llama/Llama-3.2-3B/v1
sshleifer/tiny-gpt2,tiny-gpt2,sshleifer,1145075,35,"transformers,pytorch,tf,jax,gpt2,text-generation,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/sshleifer/tiny-gpt2,https://api-inference.huggingface.co/models/sshleifer/tiny-gpt2/v1
Qwen/Qwen3-Coder-Next,Qwen3-Coder-Next,Qwen,1128469,1380,"transformers,safetensors,qwen3_next,text-generation,conversational,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen3-Coder-Next,https://api-inference.huggingface.co/models/Qwen/Qwen3-Coder-Next/v1
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,DeepSeek-Coder-V2-Lite-Instruct,deepseek-ai,1126991,599,"transformers,safetensors,deepseek_v2,text-generation,conversational,custom_code,arxiv:2401.06066,license:other,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,https://api-inference.huggingface.co/models/deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct/v1
Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,Qwen2.5-Coder-32B-Instruct-AWQ,Qwen,1119609,37,"transformers,safetensors,qwen2,text-generation,code,codeqwen,chat,qwen,qwen-coder,conversational,en,arxiv:2409.12186,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-Coder-32B-Instruct,base_model:quantized:Qwen/Qwen2.5-Coder-32B-Instruct,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,awq,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Coder-32B-Instruct-AWQ/v1
deepseek-ai/DeepSeek-V2-Lite-Chat,DeepSeek-V2-Lite-Chat,deepseek-ai,1113457,138,"transformers,safetensors,deepseek_v2,text-generation,conversational,custom_code,arxiv:2405.04434,license:other,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/deepseek-ai/DeepSeek-V2-Lite-Chat,https://api-inference.huggingface.co/models/deepseek-ai/DeepSeek-V2-Lite-Chat/v1
Qwen/Qwen2.5-32B-Instruct-AWQ,Qwen2.5-32B-Instruct-AWQ,Qwen,1106197,100,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-32B-Instruct,base_model:quantized:Qwen/Qwen2.5-32B-Instruct,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,awq,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct-AWQ,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-32B-Instruct-AWQ/v1
h2oai/h2ovl-mississippi-800m,h2ovl-mississippi-800m,h2oai,1101044,40,"transformers,safetensors,h2ovl_chat,feature-extraction,gpt,llm,multimodal large language model,ocr,text-generation,conversational,custom_code,en,arxiv:2410.13611,license:apache-2.0,region:us",,False,https://huggingface.co/h2oai/h2ovl-mississippi-800m,https://api-inference.huggingface.co/models/h2oai/h2ovl-mississippi-800m/v1
Qwen/Qwen3-30B-A3B-Instruct-2507,Qwen3-30B-A3B-Instruct-2507,Qwen,1099711,810,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2402.17463,arxiv:2407.02490,arxiv:2501.15383,arxiv:2404.06654,arxiv:2505.09388,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen3-30B-A3B-Instruct-2507,https://api-inference.huggingface.co/models/Qwen/Qwen3-30B-A3B-Instruct-2507/v1
nvidia/Kimi-K2.5-NVFP4,Kimi-K2.5-NVFP4,nvidia,1092616,83,"Model Optimizer,safetensors,kimi_k25,nvidia,ModelOpt,Kimi-K2,quantized,FP4,text-generation,conversational,custom_code,base_model:moonshotai/Kimi-K2.5,base_model:quantized:moonshotai/Kimi-K2.5,license:other,modelopt,region:us",,False,https://huggingface.co/nvidia/Kimi-K2.5-NVFP4,https://api-inference.huggingface.co/models/nvidia/Kimi-K2.5-NVFP4/v1
RedHatAI/Llama-3.2-1B-Instruct-FP8,Llama-3.2-1B-Instruct-FP8,RedHatAI,1088106,3,"safetensors,llama,llama-3,neuralmagic,llmcompressor,text-generation,conversational,en,de,fr,it,pt,hi,es,th,base_model:meta-llama/Llama-3.2-1B-Instruct,base_model:quantized:meta-llama/Llama-3.2-1B-Instruct,license:llama3.2,compressed-tensors,region:us",,False,https://huggingface.co/RedHatAI/Llama-3.2-1B-Instruct-FP8,https://api-inference.huggingface.co/models/RedHatAI/Llama-3.2-1B-Instruct-FP8/v1
google/gemma-3-1b-it,gemma-3-1b-it,google,1086680,957,"transformers,safetensors,gemma3_text,text-generation,conversational,arxiv:1905.07830,arxiv:1905.10044,arxiv:1911.11641,arxiv:1904.09728,arxiv:1705.03551,arxiv:1911.01547,arxiv:1907.10641,arxiv:1903.00161,arxiv:2009.03300,arxiv:2304.06364,arxiv:2103.03874,arxiv:2110.14168,arxiv:2311.12022,arxiv:2108.07732,arxiv:2107.03374,arxiv:2210.03057,arxiv:2106.03193,arxiv:1910.11856,arxiv:2502.12404,arxiv:2502.21228,arxiv:2404.16816,arxiv:2104.12756,arxiv:2311.16502,arxiv:2203.10244,arxiv:2404.12390,arxiv:1810.12440,arxiv:1908.02660,arxiv:2312.11805,base_model:google/gemma-3-1b-pt,base_model:finetune:google/gemma-3-1b-pt,license:gemma,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/google/gemma-3-1b-it,https://api-inference.huggingface.co/models/google/gemma-3-1b-it/v1
llamafactory/tiny-random-Llama-3,tiny-random-Llama-3,llamafactory,1072359,3,"transformers,safetensors,llama,text-generation,conversational,license:apache-2.0,text-generation-inference,region:us",,False,https://huggingface.co/llamafactory/tiny-random-Llama-3,https://api-inference.huggingface.co/models/llamafactory/tiny-random-Llama-3/v1
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,Qwen3-VL-30B-A3B-Instruct-AWQ,QuantTrio,1069433,42,"transformers,safetensors,qwen3_vl_moe,image-text-to-text,AWQ,vLLM,text-generation,conversational,arxiv:2505.09388,arxiv:2502.13923,arxiv:2409.12191,arxiv:2308.12966,base_model:Qwen/Qwen3-VL-30B-A3B-Instruct,base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Instruct,license:apache-2.0,endpoints_compatible,4-bit,awq,region:us",,False,https://huggingface.co/QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,https://api-inference.huggingface.co/models/QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ/v1
h2oai/h2ovl-mississippi-2b,h2ovl-mississippi-2b,h2oai,1066726,42,"transformers,safetensors,h2ovl_chat,feature-extraction,gpt,llm,multimodal large language model,ocr,text-generation,conversational,custom_code,en,arxiv:2410.13611,license:apache-2.0,region:us",,False,https://huggingface.co/h2oai/h2ovl-mississippi-2b,https://api-inference.huggingface.co/models/h2oai/h2ovl-mississippi-2b/v1
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,nvidia,1056176,311,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,nemotron-3,latent-moe,mtp,conversational,custom_code,en,fr,es,it,de,ja,zh,dataset:nvidia/nemotron-post-training-v3,dataset:nvidia/nemotron-pre-training-datasets,arxiv:2512.20848,arxiv:2512.20856,license:other,endpoints_compatible,8-bit,modelopt,region:us",,False,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,https://api-inference.huggingface.co/models/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4/v1
TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,TinyLlama-1.1B-Chat-v0.3-GPTQ,TheBloke,1049400,10,"transformers,safetensors,llama,text-generation,en,dataset:cerebras/SlimPajama-627B,dataset:bigcode/starcoderdata,dataset:OpenAssistant/oasst_top1_2023-08-25,base_model:TinyLlama/TinyLlama-1.1B-Chat-v0.3,base_model:quantized:TinyLlama/TinyLlama-1.1B-Chat-v0.3,license:apache-2.0,text-generation-inference,4-bit,gptq,deploy:azure,region:us",,False,https://huggingface.co/TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,https://api-inference.huggingface.co/models/TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ/v1
Qwen/Qwen2.5-1.5B-Instruct-AWQ,Qwen2.5-1.5B-Instruct-AWQ,Qwen,1016096,7,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2407.10671,base_model:Qwen/Qwen2.5-1.5B-Instruct,base_model:quantized:Qwen/Qwen2.5-1.5B-Instruct,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,awq,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-1.5B-Instruct-AWQ,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-1.5B-Instruct-AWQ/v1
nvidia/Gemma-4-26B-A4B-NVFP4,Gemma-4-26B-A4B-NVFP4,nvidia,974726,59,"Model Optimizer,safetensors,gemma4,nvidia,ModelOpt,quantized,NVFP4,nvfp4,gemma4-26b-A4B-it,text-generation,conversational,base_model:google/gemma-4-26B-A4B-it,base_model:quantized:google/gemma-4-26B-A4B-it,license:apache-2.0,8-bit,modelopt,region:us",,False,https://huggingface.co/nvidia/Gemma-4-26B-A4B-NVFP4,https://api-inference.huggingface.co/models/nvidia/Gemma-4-26B-A4B-NVFP4/v1
zai-org/GLM-5.1-FP8,GLM-5.1-FP8,zai-org,963596,106,"transformers,safetensors,glm_moe_dsa,text-generation,conversational,en,zh,arxiv:2602.15763,license:mit,endpoints_compatible,fp8,region:us",,False,https://huggingface.co/zai-org/GLM-5.1-FP8,https://api-inference.huggingface.co/models/zai-org/GLM-5.1-FP8/v1
meta-llama/Llama-3.3-70B-Instruct,Llama-3.3-70B-Instruct,meta-llama,962757,2774,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,fr,it,pt,hi,es,th,de,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-70B,base_model:finetune:meta-llama/Llama-3.1-70B,license:llama3.3,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,https://api-inference.huggingface.co/models/meta-llama/Llama-3.3-70B-Instruct/v1
mistralai/Mistral-7B-v0.1,Mistral-7B-v0.1,mistralai,952616,4093,"transformers,pytorch,safetensors,mistral,text-generation,pretrained,mistral-common,en,arxiv:2310.06825,license:apache-2.0,text-generation-inference,region:us",,False,https://huggingface.co/mistralai/Mistral-7B-v0.1,https://api-inference.huggingface.co/models/mistralai/Mistral-7B-v0.1/v1
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,Qwen3-Coder-30B-A3B-Instruct-FP8,Qwen,950263,180,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2505.09388,license:apache-2.0,endpoints_compatible,fp8,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,https://api-inference.huggingface.co/models/Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8/v1
KomeijiForce/bart-large-emojilm,bart-large-emojilm,KomeijiForce,938200,0,"transformers,pytorch,bart,text2text-generation,en,dataset:KomeijiForce/Text2Emoji,arxiv:2311.01751,endpoints_compatible,region:us",,False,https://huggingface.co/KomeijiForce/bart-large-emojilm,https://api-inference.huggingface.co/models/KomeijiForce/bart-large-emojilm/v1
Qwen/Qwen2.5-Coder-32B-Instruct,Qwen2.5-Coder-32B-Instruct,Qwen,921520,2019,"transformers,safetensors,qwen2,text-generation,code,codeqwen,chat,qwen,qwen-coder,conversational,en,arxiv:2409.12186,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-Coder-32B,base_model:finetune:Qwen/Qwen2.5-Coder-32B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Coder-32B-Instruct/v1
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,nvidia,903635,344,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,conversational,custom_code,en,es,fr,de,ja,it,dataset:nvidia/Nemotron-Pretraining-Code-v1,dataset:nvidia/Nemotron-CC-v2,dataset:nvidia/Nemotron-Pretraining-SFT-v1,dataset:nvidia/Nemotron-CC-Math-v1,dataset:nvidia/Nemotron-Pretraining-Code-v2,dataset:nvidia/Nemotron-Pretraining-Specialized-v1,dataset:nvidia/Nemotron-CC-v2.1,dataset:nvidia/Nemotron-CC-Code-v1,dataset:nvidia/Nemotron-Pretraining-Dataset-sample,dataset:nvidia/Nemotron-Competitive-Programming-v1,dataset:nvidia/Nemotron-Math-v2,dataset:nvidia/Nemotron-Agentic-v1,dataset:nvidia/Nemotron-Math-Proofs-v1,dataset:nvidia/Nemotron-Instruction-Following-Chat-v1,dataset:nvidia/Nemotron-Science-v1,dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend,arxiv:2512.20848,arxiv:2512.20856,base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,license:other,eval-results,endpoints_compatible,region:us",,False,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,https://api-inference.huggingface.co/models/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8/v1
Qwen/Qwen3-32B-AWQ,Qwen3-32B-AWQ,Qwen,900508,133,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2309.00071,arxiv:2505.09388,base_model:Qwen/Qwen3-32B,base_model:quantized:Qwen/Qwen3-32B,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,awq,region:us",,False,https://huggingface.co/Qwen/Qwen3-32B-AWQ,https://api-inference.huggingface.co/models/Qwen/Qwen3-32B-AWQ/v1
Qwen/Qwen2.5-72B-Instruct,Qwen2.5-72B-Instruct,Qwen,899842,941,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-72B,base_model:finetune:Qwen/Qwen2.5-72B,license:other,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-72B-Instruct,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-72B-Instruct/v1
Qwen/Qwen2.5-32B-Instruct,Qwen2.5-32B-Instruct,Qwen,897156,352,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-32B,base_model:finetune:Qwen/Qwen2.5-32B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-32B-Instruct/v1
Qwen/Qwen2.5-Coder-3B,Qwen2.5-Coder-3B,Qwen,891665,49,"transformers,safetensors,qwen2,text-generation,code,qwen,qwen-coder,codeqwen,conversational,en,arxiv:2409.12186,arxiv:2407.10671,base_model:Qwen/Qwen2.5-3B,base_model:finetune:Qwen/Qwen2.5-3B,license:other,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Coder-3B,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Coder-3B/v1
nvidia/Qwen3.5-397B-A17B-NVFP4,Qwen3.5-397B-A17B-NVFP4,nvidia,874776,97,"Model Optimizer,safetensors,qwen3_5_moe,nvidia,ModelOpt,Qwen3.5,quantized,FP4,fp4,text-generation,conversational,base_model:Qwen/Qwen3.5-397B-A17B,base_model:quantized:Qwen/Qwen3.5-397B-A17B,license:apache-2.0,modelopt,region:us",,False,https://huggingface.co/nvidia/Qwen3.5-397B-A17B-NVFP4,https://api-inference.huggingface.co/models/nvidia/Qwen3.5-397B-A17B-NVFP4/v1
zai-org/GLM-4.7-Flash,GLM-4.7-Flash,zai-org,865690,1730,"transformers,safetensors,glm4_moe_lite,text-generation,conversational,en,zh,arxiv:2508.06471,license:mit,eval-results,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/zai-org/GLM-4.7-Flash,https://api-inference.huggingface.co/models/zai-org/GLM-4.7-Flash/v1
Qwen/Qwen3-4B-Instruct-2507-FP8,Qwen3-4B-Instruct-2507-FP8,Qwen,864882,76,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,base_model:Qwen/Qwen3-4B-Instruct-2507,base_model:quantized:Qwen/Qwen3-4B-Instruct-2507,license:apache-2.0,text-generation-inference,endpoints_compatible,fp8,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507-FP8,https://api-inference.huggingface.co/models/Qwen/Qwen3-4B-Instruct-2507-FP8/v1
GSAI-ML/LLaDA-8B-Instruct,LLaDA-8B-Instruct,GSAI-ML,860779,358,"transformers,safetensors,llada,text-generation,conversational,custom_code,license:mit,region:us",,False,https://huggingface.co/GSAI-ML/LLaDA-8B-Instruct,https://api-inference.huggingface.co/models/GSAI-ML/LLaDA-8B-Instruct/v1
ricdomolm/mini-coder-1.7b,mini-coder-1.7b,ricdomolm,854065,5,"transformers,safetensors,qwen3,text-generation,agent,code,conversational,dataset:ricdomolm/mini-coder-trajs-400k,base_model:Qwen/Qwen3-1.7B,base_model:finetune:Qwen/Qwen3-1.7B,license:mit,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/ricdomolm/mini-coder-1.7b,https://api-inference.huggingface.co/models/ricdomolm/mini-coder-1.7b/v1
Qwen/Qwen2.5-1.5B,Qwen2.5-1.5B,Qwen,825234,178,"transformers,safetensors,qwen2,text-generation,conversational,en,arxiv:2407.10671,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-1.5B,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-1.5B/v1
meta-llama/Llama-2-7b-hf,Llama-2-7b-hf,meta-llama,813466,2307,"transformers,pytorch,safetensors,llama,text-generation,facebook,meta,llama-2,en,arxiv:2307.09288,license:llama2,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/meta-llama/Llama-2-7b-hf,https://api-inference.huggingface.co/models/meta-llama/Llama-2-7b-hf/v1
moonshotai/Kimi-K2-Instruct,Kimi-K2-Instruct,moonshotai,813277,2359,"transformers,safetensors,kimi_k2,text-generation,conversational,custom_code,doi:10.57967/hf/5976,license:other,eval-results,endpoints_compatible,fp8,region:us",,False,https://huggingface.co/moonshotai/Kimi-K2-Instruct,https://api-inference.huggingface.co/models/moonshotai/Kimi-K2-Instruct/v1
MiniMaxAI/MiniMax-M2.5,MiniMax-M2.5,MiniMaxAI,800882,1481,"transformers,safetensors,minimax_m2,text-generation,conversational,custom_code,license:other,eval-results,endpoints_compatible,fp8,deploy:azure,region:us",,False,https://huggingface.co/MiniMaxAI/MiniMax-M2.5,https://api-inference.huggingface.co/models/MiniMaxAI/MiniMax-M2.5/v1
